NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: Southbeach
State: OR
Stationid: 9435380
Prediction Type: Harmonic
From: 20160101 12:00AM - 20161231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
 
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2016/02/20	Sat	04:23 AM	3.2		98		L
2016/02/20	Sat	10:26 AM	8.8		268		H
2016/02/20	Sat	05:09 PM	-0.2		-6		L
2016/02/20	Sat	11:46 PM	7.8		238		H
2016/02/21	Sun	05:11 AM	2.8		85		L
2016/02/21	Sun	11:13 AM	8.8		268		H
2016/02/21	Sun	05:47 PM	-0.2		-6		L
2016/02/22	Mon	12:21 AM	8.0		244		H
2016/02/22	Mon	05:53 AM	2.4		73		L
2016/02/22	Mon	11:55 AM	8.8		268		H
2016/02/22	Mon	06:21 PM	-0.1		-3		L
2016/02/23	Tue	12:52 AM	8.2		250		H
2016/02/23	Tue	06:31 AM	2.1		64		L
2016/02/23	Tue	12:35 PM	8.6		262		H
2016/02/23	Tue	06:53 PM	0.1		3		L
2016/02/24	Wed	01:23 AM	8.3		253		H
2016/02/24	Wed	07:08 AM	1.9		58		L
2016/02/24	Wed	01:12 PM	8.3		253		H
2016/02/24	Wed	07:24 PM	0.5		15		L
2016/02/25	Thu	01:52 AM	8.3		253		H
2016/02/25	Thu	07:45 AM	1.7		52		L
2016/02/25	Thu	01:50 PM	7.9		241		H
2016/02/25	Thu	07:55 PM	0.9		27		L
2016/02/26	Fri	02:22 AM	8.2		250		H
2016/02/26	Fri	08:23 AM	1.7		52		L
2016/02/26	Fri	02:28 PM	7.4		226		H
2016/02/26	Fri	08:25 PM	1.5		46		L
2016/02/27	Sat	02:53 AM	8.1		247		H
2016/02/27	Sat	09:03 AM	1.8		55		L
2016/02/27	Sat	03:10 PM	6.9		210		H
2016/02/27	Sat	08:58 PM	2.1		64		L
2016/02/28	Sun	03:25 AM	8.0		244		H
2016/02/28	Sun	09:48 AM	1.9		58		L
2016/02/28	Sun	03:58 PM	6.4		195		H
2016/02/28	Sun	09:33 PM	2.7		82		L
2016/02/29	Mon	04:02 AM	7.8		238		H
2016/02/29	Mon	10:40 AM	2.0		61		L
2016/02/29	Mon	04:55 PM	6.0		183		H
2016/02/29	Mon	10:16 PM	3.3		101		L
2016/03/01	Tue	04:45 AM	7.6		232		H
2016/03/01	Tue	11:40 AM	2.0		61		L
2016/03/01	Tue	06:05 PM	5.7		174		H
2016/03/01	Tue	11:11 PM	3.8		116		L
2016/03/02	Wed	05:40 AM	7.5		229		H
2016/03/02	Wed	12:48 PM	1.8		55		L
2016/03/02	Wed	07:27 PM	5.7		174		H
2016/03/03	Thu	12:23 AM	4.1		125		L
2016/03/03	Thu	06:45 AM	7.5		229		H
2016/03/03	Thu	01:56 PM	1.4		43		L
2016/03/03	Thu	08:42 PM	6.0		183		H
2016/03/04	Fri	01:41 AM	4.1		125		L
2016/03/04	Fri	07:54 AM	7.8		238		H
2016/03/04	Fri	02:55 PM	0.9		27		L
2016/03/04	Fri	09:39 PM	6.5		198		H
2016/03/05	Sat	02:49 AM	3.7		113		L
2016/03/05	Sat	08:56 AM	8.1		247		H
2016/03/05	Sat	03:46 PM	0.3		9		L
2016/03/05	Sat	10:24 PM	7.1		216		H
2016/03/06	Sun	03:46 AM	3.0		91		L
2016/03/06	Sun	09:52 AM	8.6		262		H
2016/03/06	Sun	04:31 PM	-0.2		-6		L
2016/03/06	Sun	11:06 PM	7.7		235		H
2016/03/07	Mon	04:37 AM	2.3		70		L
2016/03/07	Mon	10:45 AM	9.0		274		H
2016/03/07	Mon	05:14 PM	-0.6		-18		L
2016/03/07	Mon	11:45 PM	8.3		253		H
2016/03/08	Tue	05:25 AM	1.5		46		L
2016/03/08	Tue	11:35 AM	9.2		280		H
2016/03/08	Tue	05:55 PM	-0.7		-21		L
2016/03/09	Wed	12:24 AM	8.8		268		H
2016/03/09	Wed	06:13 AM	0.8		24		L
2016/03/09	Wed	12:25 PM	9.3		283		H
2016/03/09	Wed	06:36 PM	-0.6		-18		L
2016/03/10	Thu	01:03 AM	9.2		280		H
2016/03/10	Thu	07:00 AM	0.2		6		L
2016/03/10	Thu	01:14 PM	9.1		277		H
2016/03/10	Thu	07:17 PM	-0.2		-6		L
2016/03/11	Fri	01:42 AM	9.4		287		H
2016/03/11	Fri	07:48 AM	-0.1		-3		L
2016/03/11	Fri	02:05 PM	8.6		262		H
2016/03/11	Fri	07:59 PM	0.4		12		L
2016/03/12	Sat	02:23 AM	9.5		290		H
2016/03/12	Sat	08:39 AM	-0.2		-6		L
2016/03/12	Sat	02:59 PM	8.1		247		H
2016/03/12	Sat	08:43 PM	1.2		37		L
2016/03/13	Sun	04:08 AM	9.3		283		H
2016/03/13	Sun	10:34 AM	0.0		0		L
2016/03/13	Sun	04:58 PM	7.4		226		H
2016/03/13	Sun	10:32 PM	2.0		61		L
2016/03/14	Mon	04:56 AM	8.9		271		H
2016/03/14	Mon	11:34 AM	0.2		6		L
2016/03/14	Mon	06:04 PM	6.8		207		H
2016/03/14	Mon	11:28 PM	2.8		85		L
2016/03/15	Tue	05:51 AM	8.5		259		H
2016/03/15	Tue	12:42 PM	0.5		15		L
2016/03/15	Tue	07:20 PM	6.4		195		H
2016/03/16	Wed	12:35 AM	3.4		104		L
2016/03/16	Wed	06:55 AM	8.0		244		H
2016/03/16	Wed	01:56 PM	0.7		21		L
2016/03/16	Wed	08:44 PM	6.4		195		H
2016/03/17	Thu	01:55 AM	3.6		110		L
2016/03/17	Thu	08:08 AM	7.7		235		H
2016/03/17	Thu	03:09 PM	0.7		21		L
2016/03/17	Thu	09:59 PM	6.7		204		H
2016/03/18	Fri	03:17 AM	3.5		107		L
2016/03/18	Fri	09:20 AM	7.7		235		H
2016/03/18	Fri	04:10 PM	0.6		18		L
2016/03/18	Fri	10:54 PM	7.0		213		H
2016/03/19	Sat	04:23 AM	3.0		91		L
2016/03/19	Sat	10:22 AM	7.7		235		H
2016/03/19	Sat	05:00 PM	0.5		15		L
2016/03/19	Sat	11:37 PM	7.4		226		H
2016/03/20	Sun	05:15 AM	2.5		76		L
2016/03/20	Sun	11:15 AM	7.8		238		H
2016/03/20	Sun	05:42 PM	0.4		12		L
2016/03/21	Mon	12:12 AM	7.7		235		H
2016/03/21	Mon	05:58 AM	2.0		61		L
2016/03/21	Mon	12:01 PM	7.9		241		H
2016/03/21	Mon	06:19 PM	0.5		15		L
2016/03/22	Tue	12:44 AM	7.9		241		H
2016/03/22	Tue	06:36 AM	1.5		46		L
2016/03/22	Tue	12:42 PM	7.9		241		H
2016/03/22	Tue	06:52 PM	0.6		18		L
2016/03/23	Wed	01:14 AM	8.0		244		H
2016/03/23	Wed	07:12 AM	1.1		34		L
2016/03/23	Wed	01:21 PM	7.8		238		H
2016/03/23	Wed	07:22 PM	0.8		24		L
2016/03/24	Thu	01:42 AM	8.1		247		H
2016/03/24	Thu	07:46 AM	0.8		24		L
2016/03/24	Thu	01:59 PM	7.7		235		H
2016/03/24	Thu	07:53 PM	1.1		34		L
2016/03/25	Fri	02:11 AM	8.2		250		H
2016/03/25	Fri	08:20 AM	0.7		21		L
2016/03/25	Fri	02:36 PM	7.5		229		H
2016/03/25	Fri	08:23 PM	1.5		46		L
2016/03/26	Sat	02:39 AM	8.1		247		H
2016/03/26	Sat	08:55 AM	0.6		18		L
2016/03/26	Sat	03:14 PM	7.2		219		H
2016/03/26	Sat	08:53 PM	2.0		61		L
2016/03/27	Sun	03:08 AM	8.0		244		H
2016/03/27	Sun	09:31 AM	0.7		21		L
2016/03/27	Sun	03:55 PM	6.8		207		H
2016/03/27	Sun	09:26 PM	2.5		76		L
2016/03/28	Mon	03:39 AM	7.9		241		H
2016/03/28	Mon	10:12 AM	0.8		24		L
2016/03/28	Mon	04:40 PM	6.4		195		H
2016/03/28	Mon	10:02 PM	3.0		91		L
2016/03/29	Tue	04:14 AM	7.6		232		H
2016/03/29	Tue	10:59 AM	1.0		30		L
2016/03/29	Tue	05:34 PM	6.1		186		H
2016/03/29	Tue	10:45 PM	3.4		104		L
2016/03/30	Wed	04:57 AM	7.4		226		H
2016/03/30	Wed	11:54 AM	1.2		37		L
2016/03/30	Wed	06:37 PM	5.9		180		H
2016/03/30	Wed	11:43 PM	3.8		116		L
2016/03/31	Thu	05:52 AM	7.2		219		H
2016/03/31	Thu	12:57 PM	1.2		37		L
2016/03/31	Thu	07:49 PM	5.9		180		H
2016/04/01	Fri	12:57 AM	3.9		119		L
2016/04/01	Fri	07:02 AM	7.0		213		H
2016/04/01	Fri	02:05 PM	1.0		30		L
2016/04/01	Fri	08:58 PM	6.2		189		H
2016/04/02	Sat	02:16 AM	3.7		113		L
2016/04/02	Sat	08:19 AM	7.1		216		H
2016/04/02	Sat	03:09 PM	0.7		21		L
2016/04/02	Sat	09:55 PM	6.7		204		H
2016/04/03	Sun	03:27 AM	3.0		91		L
2016/04/03	Sun	09:30 AM	7.4		226		H
2016/04/03	Sun	04:04 PM	0.4		12		L
2016/04/03	Sun	10:43 PM	7.3		223		H
2016/04/04	Mon	04:26 AM	2.1		64		L
2016/04/04	Mon	10:32 AM	7.8		238		H
2016/04/04	Mon	04:54 PM	0.0		0		L
2016/04/04	Mon	11:25 PM	7.9		241		H
2016/04/05	Tue	05:19 AM	1.2		37		L
2016/04/05	Tue	11:29 AM	8.2		250		H
2016/04/05	Tue	05:40 PM	-0.1		-3		L
2016/04/06	Wed	12:07 AM	8.6		262		H
2016/04/06	Wed	06:08 AM	0.2		6		L
2016/04/06	Wed	12:24 PM	8.5		259		H
2016/04/06	Wed	06:25 PM	-0.1		-3		L
2016/04/07	Thu	12:47 AM	9.1		277		H
2016/04/07	Thu	06:56 AM	-0.6		-18		L
2016/04/07	Thu	01:16 PM	8.6		262		H
2016/04/07	Thu	07:09 PM	0.1		3		L
2016/04/08	Fri	01:28 AM	9.5		290		H
2016/04/08	Fri	07:44 AM	-1.2		-37		L
2016/04/08	Fri	02:08 PM	8.5		259		H
2016/04/08	Fri	07:52 PM	0.5		15		L
2016/04/09	Sat	02:10 AM	9.6		293		H
2016/04/09	Sat	08:32 AM	-1.4		-43		L
2016/04/09	Sat	03:00 PM	8.3		253		H
2016/04/09	Sat	08:37 PM	1.1		34		L
2016/04/10	Sun	02:52 AM	9.5		290		H
2016/04/10	Sun	09:21 AM	-1.4		-43		L
2016/04/10	Sun	03:54 PM	7.8		238		H
2016/04/10	Sun	09:23 PM	1.8		55		L
2016/04/11	Mon	03:38 AM	9.1		277		H
2016/04/11	Mon	10:14 AM	-1.0		-30		L
2016/04/11	Mon	04:51 PM	7.4		226		H
2016/04/11	Mon	10:15 PM	2.4		73		L
2016/04/12	Tue	04:28 AM	8.6		262		H
2016/04/12	Tue	11:11 AM	-0.5		-15		L
2016/04/12	Tue	05:54 PM	6.9		210		H
2016/04/12	Tue	11:15 PM	3.0		91		L
2016/04/13	Wed	05:24 AM	7.9		241		H
2016/04/13	Wed	12:13 PM	0.0		0		L
2016/04/13	Wed	07:02 PM	6.6		201		H
2016/04/14	Thu	12:26 AM	3.3		101		L
2016/04/14	Thu	06:29 AM	7.3		223		H
2016/04/14	Thu	01:20 PM	0.5		15		L
2016/04/14	Thu	08:15 PM	6.6		201		H
2016/04/15	Fri	01:48 AM	3.3		101		L
2016/04/15	Fri	07:42 AM	6.9		210		H
2016/04/15	Fri	02:29 PM	0.8		24		L
2016/04/15	Fri	09:22 PM	6.8		207		H
2016/04/16	Sat	03:07 AM	3.0		91		L
2016/04/16	Sat	08:57 AM	6.7		204		H
2016/04/16	Sat	03:31 PM	0.9		27		L
2016/04/16	Sat	10:14 PM	7.1		216		H
2016/04/17	Sun	04:09 AM	2.4		73		L
2016/04/17	Sun	10:03 AM	6.7		204		H
2016/04/17	Sun	04:21 PM	1.0		30		L
2016/04/17	Sun	10:55 PM	7.3		223		H
2016/04/18	Mon	04:58 AM	1.8		55		L
2016/04/18	Mon	10:58 AM	6.8		207		H
2016/04/18	Mon	05:04 PM	1.1		34		L
2016/04/18	Mon	11:29 PM	7.6		232		H
2016/04/19	Tue	05:39 AM	1.2		37		L
2016/04/19	Tue	11:45 AM	7.0		213		H
2016/04/19	Tue	05:41 PM	1.2		37		L
2016/04/20	Wed	12:01 AM	7.8		238		H
2016/04/20	Wed	06:16 AM	0.7		21		L
2016/04/20	Wed	12:28 PM	7.1		216		H
2016/04/20	Wed	06:16 PM	1.4		43		L
2016/04/21	Thu	12:31 AM	8.0		244		H
2016/04/21	Thu	06:50 AM	0.3		9		L
2016/04/21	Thu	01:08 PM	7.1		216		H
2016/04/21	Thu	06:48 PM	1.6		49		L
2016/04/22	Fri	01:01 AM	8.1		247		H
2016/04/22	Fri	07:23 AM	0.0		0		L
2016/04/22	Fri	01:46 PM	7.1		216		H
2016/04/22	Fri	07:21 PM	1.9		58		L
2016/04/23	Sat	01:31 AM	8.1		247		H
2016/04/23	Sat	07:57 AM	-0.2		-6		L
2016/04/23	Sat	02:24 PM	7.1		216		H
2016/04/23	Sat	07:53 PM	2.2		67		L
2016/04/24	Sun	02:00 AM	8.1		247		H
2016/04/24	Sun	08:31 AM	-0.3		-9		L
2016/04/24	Sun	03:03 PM	6.9		210		H
2016/04/24	Sun	08:26 PM	2.5		76		L
2016/04/25	Mon	02:31 AM	8.0		244		H
2016/04/25	Mon	09:07 AM	-0.2		-6		L
2016/04/25	Mon	03:44 PM	6.7		204		H
2016/04/25	Mon	09:01 PM	2.9		88		L
2016/04/26	Tue	03:02 AM	7.8		238		H
2016/04/26	Tue	09:46 AM	-0.1		-3		L
2016/04/26	Tue	04:29 PM	6.5		198		H
2016/04/26	Tue	09:40 PM	3.2		98		L
2016/04/27	Wed	03:38 AM	7.6		232		H
2016/04/27	Wed	10:30 AM	0.1		3		L
2016/04/27	Wed	05:19 PM	6.3		192		H
2016/04/27	Wed	10:27 PM	3.5		107		L
2016/04/28	Thu	04:23 AM	7.3		223		H
2016/04/28	Thu	11:20 AM	0.3		9		L
2016/04/28	Thu	06:15 PM	6.2		189		H
2016/04/28	Thu	11:27 PM	3.6		110		L
2016/04/29	Fri	05:19 AM	6.9		210		H
2016/04/29	Fri	12:17 PM	0.5		15		L
2016/04/29	Fri	07:15 PM	6.3		192		H
2016/04/30	Sat	12:40 AM	3.5		107		L
2016/04/30	Sat	06:30 AM	6.6		201		H
2016/04/30	Sat	01:19 PM	0.6		18		L
2016/04/30	Sat	08:16 PM	6.6		201		H
2016/05/01	Sun	01:56 AM	3.1		94		L
2016/05/01	Sun	07:49 AM	6.5		198		H
2016/05/01	Sun	02:22 PM	0.6		18		L
2016/05/01	Sun	09:11 PM	7.1		216		H
2016/05/02	Mon	03:07 AM	2.3		70		L
2016/05/02	Mon	09:06 AM	6.7		204		H
2016/05/02	Mon	03:21 PM	0.6		18		L
2016/05/02	Mon	10:00 PM	7.7		235		H
2016/05/03	Tue	04:07 AM	1.2		37		L
2016/05/03	Tue	10:14 AM	7.0		213		H
2016/05/03	Tue	04:15 PM	0.6		18		L
2016/05/03	Tue	10:45 PM	8.3		253		H
2016/05/04	Wed	05:01 AM	0.2		6		L
2016/05/04	Wed	11:16 AM	7.4		226		H
2016/05/04	Wed	05:05 PM	0.6		18		L
2016/05/04	Wed	11:29 PM	8.9		271		H
2016/05/05	Thu	05:52 AM	-0.8		-24		L
2016/05/05	Thu	12:14 PM	7.7		235		H
2016/05/05	Thu	05:54 PM	0.8		24		L
2016/05/06	Fri	12:13 AM	9.4		287		H
2016/05/06	Fri	06:41 AM	-1.6		-49		L
2016/05/06	Fri	01:08 PM	7.9		241		H
2016/05/06	Fri	06:42 PM	1.0		30		L
2016/05/07	Sat	12:56 AM	9.6		293		H
2016/05/07	Sat	07:29 AM	-2.1		-64		L
2016/05/07	Sat	02:01 PM	8.0		244		H
2016/05/07	Sat	07:29 PM	1.4		43		L
2016/05/08	Sun	01:41 AM	9.6		293		H
2016/05/08	Sun	08:16 AM	-2.2		-67		L
2016/05/08	Sun	02:53 PM	7.9		241		H
2016/05/08	Sun	08:17 PM	1.8		55		L
2016/05/09	Mon	02:26 AM	9.4		287		H
2016/05/09	Mon	09:04 AM	-2.0		-61		L
2016/05/09	Mon	03:46 PM	7.7		235		H
2016/05/09	Mon	09:06 PM	2.2		67		L
2016/05/10	Tue	03:12 AM	8.9		271		H
2016/05/10	Tue	09:54 AM	-1.6		-49		L
2016/05/10	Tue	04:40 PM	7.4		226		H
2016/05/10	Tue	10:00 PM	2.6		79		L
2016/05/11	Wed	04:03 AM	8.2		250		H
2016/05/11	Wed	10:46 AM	-0.9		-27		L
2016/05/11	Wed	05:36 PM	7.1		216		H
2016/05/11	Wed	11:01 PM	3.0		91		L
2016/05/12	Thu	04:58 AM	7.5		229		H
2016/05/12	Thu	11:42 AM	-0.3		-9		L
2016/05/12	Thu	06:35 PM	6.9		210		H
2016/05/13	Fri	12:11 AM	3.1		94		L
2016/05/13	Fri	06:00 AM	6.8		207		H
2016/05/13	Fri	12:40 PM	0.4		12		L
2016/05/13	Fri	07:36 PM	6.9		210		H
