NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: ASTORIA (Tongue Point), Oreg.
State: OR
Stationid: 9439040
Prediction Type: Harmonic
From: 20160101 12:00AM - 20161231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
 
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2016/02/13	Sat	11:08 AM	1.0		30		L
2016/02/13	Sat	05:08 PM	7.8		238		H
2016/02/13	Sat	11:04 PM	1.3		40		L
2016/02/14	Sun	05:25 AM	9.3		283		H
2016/02/14	Sun	12:11 PM	1.0		30		L
2016/02/14	Sun	06:16 PM	7.2		219		H
2016/02/14	Sun	11:57 PM	2.1		64		L
2016/02/15	Mon	06:19 AM	9.1		277		H
2016/02/15	Mon	01:23 PM	1.0		30		L
2016/02/15	Mon	07:33 PM	6.8		207		H
2016/02/16	Tue	01:03 AM	2.7		82		L
2016/02/16	Tue	07:21 AM	8.9		271		H
2016/02/16	Tue	02:38 PM	0.9		27		L
2016/02/16	Tue	08:53 PM	6.8		207		H
2016/02/17	Wed	02:18 AM	3.1		94		L
2016/02/17	Wed	08:28 AM	8.8		268		H
2016/02/17	Wed	03:48 PM	0.5		15		L
2016/02/17	Wed	10:05 PM	7.1		216		H
2016/02/18	Thu	03:30 AM	3.2		98		L
2016/02/18	Thu	09:35 AM	8.9		271		H
2016/02/18	Thu	04:47 PM	0.1		3		L
2016/02/18	Thu	11:05 PM	7.6		232		H
2016/02/19	Fri	04:35 AM	2.9		88		L
2016/02/19	Fri	10:34 AM	9.0		274		H
2016/02/19	Fri	05:38 PM	-0.2		-6		L
2016/02/19	Fri	11:55 PM	8.0		244		H
2016/02/20	Sat	05:31 AM	2.6		79		L
2016/02/20	Sat	11:27 AM	9.1		277		H
2016/02/20	Sat	06:22 PM	-0.3		-9		L
2016/02/21	Sun	12:38 AM	8.3		253		H
2016/02/21	Sun	06:20 AM	2.3		70		L
2016/02/21	Sun	12:14 PM	9.1		277		H
2016/02/21	Sun	07:02 PM	-0.3		-9		L
2016/02/22	Mon	01:17 AM	8.5		259		H
2016/02/22	Mon	07:06 AM	2.0		61		L
2016/02/22	Mon	12:57 PM	9.0		274		H
2016/02/22	Mon	07:38 PM	-0.2		-6		L
2016/02/23	Tue	01:52 AM	8.6		262		H
2016/02/23	Tue	07:47 AM	1.7		52		L
2016/02/23	Tue	01:38 PM	8.8		268		H
2016/02/23	Tue	08:10 PM	0.1		3		L
2016/02/24	Wed	02:24 AM	8.6		262		H
2016/02/24	Wed	08:26 AM	1.5		46		L
2016/02/24	Wed	02:17 PM	8.5		259		H
2016/02/24	Wed	08:40 PM	0.4		12		L
2016/02/25	Thu	02:54 AM	8.6		262		H
2016/02/25	Thu	09:02 AM	1.4		43		L
2016/02/25	Thu	02:55 PM	8.1		247		H
2016/02/25	Thu	09:09 PM	0.8		24		L
2016/02/26	Fri	03:22 AM	8.6		262		H
2016/02/26	Fri	09:38 AM	1.4		43		L
2016/02/26	Fri	03:34 PM	7.7		235		H
2016/02/26	Fri	09:37 PM	1.2		37		L
2016/02/27	Sat	03:49 AM	8.5		259		H
2016/02/27	Sat	10:14 AM	1.4		43		L
2016/02/27	Sat	04:16 PM	7.2		219		H
2016/02/27	Sat	10:06 PM	1.7		52		L
2016/02/28	Sun	04:17 AM	8.4		256		H
2016/02/28	Sun	10:53 AM	1.5		46		L
2016/02/28	Sun	05:04 PM	6.8		207		H
2016/02/28	Sun	10:40 PM	2.3		70		L
2016/02/29	Mon	04:51 AM	8.3		253		H
2016/02/29	Mon	11:41 AM	1.7		52		L
2016/02/29	Mon	06:03 PM	6.3		192		H
2016/02/29	Mon	11:23 PM	2.9		88		L
2016/03/01	Tue	05:34 AM	8.2		250		H
2016/03/01	Tue	12:43 PM	1.8		55		L
2016/03/01	Tue	07:16 PM	6.1		186		H
2016/03/02	Wed	12:22 AM	3.4		104		L
2016/03/02	Wed	06:28 AM	8.0		244		H
2016/03/02	Wed	01:57 PM	1.7		52		L
2016/03/02	Wed	08:35 PM	6.1		186		H
2016/03/03	Thu	01:39 AM	3.7		113		L
2016/03/03	Thu	07:36 AM	8.0		244		H
2016/03/03	Thu	03:08 PM	1.3		40		L
2016/03/03	Thu	09:44 PM	6.5		198		H
2016/03/04	Fri	02:57 AM	3.6		110		L
2016/03/04	Fri	08:48 AM	8.1		247		H
2016/03/04	Fri	04:09 PM	0.8		24		L
2016/03/04	Fri	10:41 PM	7.0		213		H
2016/03/05	Sat	04:04 AM	3.2		98		L
2016/03/05	Sat	09:54 AM	8.5		259		H
2016/03/05	Sat	05:00 PM	0.2		6		L
2016/03/05	Sat	11:27 PM	7.5		229		H
2016/03/06	Sun	05:02 AM	2.6		79		L
2016/03/06	Sun	10:53 AM	8.8		268		H
2016/03/06	Sun	05:47 PM	-0.2		-6		L
2016/03/07	Mon	12:09 AM	8.1		247		H
2016/03/07	Mon	05:54 AM	1.9		58		L
2016/03/07	Mon	11:46 AM	9.2		280		H
2016/03/07	Mon	06:31 PM	-0.5		-15		L
2016/03/08	Tue	12:48 AM	8.5		259		H
2016/03/08	Tue	06:44 AM	1.3		40		L
2016/03/08	Tue	12:37 PM	9.4		287		H
2016/03/08	Tue	07:13 PM	-0.6		-18		L
2016/03/09	Wed	01:26 AM	9.0		274		H
2016/03/09	Wed	07:32 AM	0.6		18		L
2016/03/09	Wed	01:28 PM	9.4		287		H
2016/03/09	Wed	07:53 PM	-0.5		-15		L
2016/03/10	Thu	02:04 AM	9.3		283		H
2016/03/10	Thu	08:20 AM	0.2		6		L
2016/03/10	Thu	02:18 PM	9.2		280		H
2016/03/10	Thu	08:34 PM	-0.2		-6		L
2016/03/11	Fri	02:42 AM	9.6		293		H
2016/03/11	Fri	09:08 AM	-0.1		-3		L
2016/03/11	Fri	03:09 PM	8.8		268		H
2016/03/11	Fri	09:15 PM	0.3		9		L
2016/03/12	Sat	03:22 AM	9.6		293		H
2016/03/12	Sat	09:57 AM	-0.2		-6		L
2016/03/12	Sat	04:04 PM	8.3		253		H
2016/03/12	Sat	09:58 PM	1.0		30		L
2016/03/13	Sun	05:05 AM	9.5		290		H
2016/03/13	Sun	11:50 AM	0.0		0		L
2016/03/13	Sun	06:03 PM	7.7		235		H
2016/03/13	Sun	11:45 PM	1.7		52		L
2016/03/14	Mon	05:53 AM	9.2		280		H
2016/03/14	Mon	12:50 PM	0.3		9		L
2016/03/14	Mon	07:08 PM	7.2		219		H
2016/03/15	Tue	12:40 AM	2.4		73		L
2016/03/15	Tue	06:48 AM	8.8		268		H
2016/03/15	Tue	01:59 PM	0.6		18		L
2016/03/15	Tue	08:21 PM	6.9		210		H
2016/03/16	Wed	01:49 AM	2.9		88		L
2016/03/16	Wed	07:53 AM	8.3		253		H
2016/03/16	Wed	03:12 PM	0.7		21		L
2016/03/16	Wed	09:36 PM	6.9		210		H
2016/03/17	Thu	03:06 AM	3.1		94		L
2016/03/17	Thu	09:06 AM	8.0		244		H
2016/03/17	Thu	04:21 PM	0.6		18		L
2016/03/17	Thu	10:43 PM	7.2		219		H
2016/03/18	Fri	04:19 AM	3.0		91		L
2016/03/18	Fri	10:18 AM	8.0		244		H
2016/03/18	Fri	05:21 PM	0.4		12		L
2016/03/18	Fri	11:40 PM	7.7		235		H
2016/03/19	Sat	05:23 AM	2.5		76		L
2016/03/19	Sat	11:21 AM	8.1		247		H
2016/03/19	Sat	06:10 PM	0.2		6		L
2016/03/20	Sun	12:26 AM	8.0		244		H
2016/03/20	Sun	06:17 AM	2.0		61		L
2016/03/20	Sun	12:14 PM	8.3		253		H
2016/03/20	Sun	06:53 PM	0.2		6		L
2016/03/21	Mon	01:07 AM	8.3		253		H
2016/03/21	Mon	07:04 AM	1.5		46		L
2016/03/21	Mon	01:01 PM	8.3		253		H
2016/03/21	Mon	07:31 PM	0.2		6		L
2016/03/22	Tue	01:42 AM	8.5		259		H
2016/03/22	Tue	07:47 AM	1.2		37		L
2016/03/22	Tue	01:44 PM	8.3		253		H
2016/03/22	Tue	08:05 PM	0.4		12		L
2016/03/23	Wed	02:15 AM	8.6		262		H
2016/03/23	Wed	08:26 AM	0.9		27		L
2016/03/23	Wed	02:24 PM	8.2		250		H
2016/03/23	Wed	08:37 PM	0.7		21		L
2016/03/24	Thu	02:44 AM	8.6		262		H
2016/03/24	Thu	09:03 AM	0.7		21		L
2016/03/24	Thu	03:03 PM	8.0		244		H
2016/03/24	Thu	09:08 PM	1.0		30		L
2016/03/25	Fri	03:11 AM	8.6		262		H
2016/03/25	Fri	09:37 AM	0.6		18		L
2016/03/25	Fri	03:41 PM	7.8		238		H
2016/03/25	Fri	09:37 PM	1.3		40		L
2016/03/26	Sat	03:37 AM	8.6		262		H
2016/03/26	Sat	10:10 AM	0.5		15		L
2016/03/26	Sat	04:20 PM	7.5		229		H
2016/03/26	Sat	10:06 PM	1.7		52		L
2016/03/27	Sun	04:02 AM	8.6		262		H
2016/03/27	Sun	10:43 AM	0.6		18		L
2016/03/27	Sun	05:00 PM	7.2		219		H
2016/03/27	Sun	10:37 PM	2.1		64		L
2016/03/28	Mon	04:31 AM	8.5		259		H
2016/03/28	Mon	11:18 AM	0.7		21		L
2016/03/28	Mon	05:45 PM	6.8		207		H
2016/03/28	Mon	11:12 PM	2.6		79		L
2016/03/29	Tue	05:05 AM	8.4		256		H
2016/03/29	Tue	12:00 PM	0.9		27		L
2016/03/29	Tue	06:39 PM	6.5		198		H
2016/03/29	Tue	11:55 PM	3.0		91		L
2016/03/30	Wed	05:48 AM	8.1		247		H
2016/03/30	Wed	12:53 PM	1.1		34		L
2016/03/30	Wed	07:44 PM	6.3		192		H
2016/03/31	Thu	12:53 AM	3.4		104		L
2016/03/31	Thu	06:43 AM	7.9		241		H
2016/03/31	Thu	02:03 PM	1.2		37		L
2016/03/31	Thu	08:55 PM	6.3		192		H
2016/04/01	Fri	02:10 AM	3.5		107		L
2016/04/01	Fri	07:55 AM	7.6		232		H
2016/04/01	Fri	03:17 PM	1.1		34		L
2016/04/01	Fri	10:01 PM	6.6		201		H
2016/04/02	Sat	03:31 AM	3.3		101		L
2016/04/02	Sat	09:14 AM	7.7		235		H
2016/04/02	Sat	04:23 PM	0.7		21		L
2016/04/02	Sat	10:58 PM	7.1		216		H
2016/04/03	Sun	04:40 AM	2.7		82		L
2016/04/03	Sun	10:29 AM	7.9		241		H
2016/04/03	Sun	05:19 PM	0.4		12		L
2016/04/03	Sun	11:46 PM	7.7		235		H
2016/04/04	Mon	05:40 AM	1.9		58		L
2016/04/04	Mon	11:33 AM	8.3		253		H
2016/04/04	Mon	06:09 PM	0.1		3		L
2016/04/05	Tue	12:28 AM	8.3		253		H
2016/04/05	Tue	06:34 AM	1.0		30		L
2016/04/05	Tue	12:31 PM	8.6		262		H
2016/04/05	Tue	06:56 PM	0.0		0		L
2016/04/06	Wed	01:09 AM	8.9		271		H
2016/04/06	Wed	07:25 AM	0.2		6		L
2016/04/06	Wed	01:26 PM	8.8		268		H
2016/04/06	Wed	07:41 PM	0.0		0		L
2016/04/07	Thu	01:49 AM	9.3		283		H
2016/04/07	Thu	08:15 AM	-0.4		-12		L
2016/04/07	Thu	02:18 PM	8.9		271		H
2016/04/07	Thu	08:25 PM	0.3		9		L
2016/04/08	Fri	02:28 AM	9.7		296		H
2016/04/08	Fri	09:04 AM	-0.9		-27		L
2016/04/08	Fri	03:11 PM	8.8		268		H
2016/04/08	Fri	09:09 PM	0.6		18		L
2016/04/09	Sat	03:09 AM	9.8		299		H
2016/04/09	Sat	09:52 AM	-1.1		-34		L
2016/04/09	Sat	04:03 PM	8.5		259		H
2016/04/09	Sat	09:53 PM	1.1		34		L
2016/04/10	Sun	03:51 AM	9.7		296		H
2016/04/10	Sun	10:41 AM	-1.0		-30		L
2016/04/10	Sun	04:58 PM	8.2		250		H
2016/04/10	Sun	10:40 PM	1.6		49		L
2016/04/11	Mon	04:36 AM	9.4		287		H
2016/04/11	Mon	11:33 AM	-0.7		-21		L
2016/04/11	Mon	05:56 PM	7.8		238		H
2016/04/11	Mon	11:30 PM	2.1		64		L
2016/04/12	Tue	05:25 AM	9.0		274		H
2016/04/12	Tue	12:29 PM	-0.2		-6		L
2016/04/12	Tue	06:57 PM	7.4		226		H
2016/04/13	Wed	12:28 AM	2.7		82		L
2016/04/13	Wed	06:22 AM	8.3		253		H
2016/04/13	Wed	01:31 PM	0.3		9		L
2016/04/13	Wed	08:03 PM	7.2		219		H
2016/04/14	Thu	01:36 AM	3.0		91		L
2016/04/14	Thu	07:28 AM	7.8		238		H
2016/04/14	Thu	02:38 PM	0.6		18		L
2016/04/14	Thu	09:10 PM	7.2		219		H
2016/04/15	Fri	02:51 AM	3.0		91		L
2016/04/15	Fri	08:42 AM	7.4		226		H
2016/04/15	Fri	03:44 PM	0.8		24		L
2016/04/15	Fri	10:11 PM	7.5		229		H
2016/04/16	Sat	04:03 AM	2.6		79		L
2016/04/16	Sat	09:56 AM	7.2		219		H
2016/04/16	Sat	04:42 PM	0.8		24		L
2016/04/16	Sat	11:04 PM	7.8		238		H
2016/04/17	Sun	05:05 AM	2.1		64		L
2016/04/17	Sun	11:01 AM	7.3		223		H
2016/04/17	Sun	05:31 PM	0.8		24		L
2016/04/17	Sun	11:49 PM	8.1		247		H
2016/04/18	Mon	05:58 AM	1.5		46		L
2016/04/18	Mon	11:56 AM	7.5		229		H
2016/04/18	Mon	06:14 PM	0.8		24		L
2016/04/19	Tue	12:28 AM	8.4		256		H
2016/04/19	Tue	06:43 AM	0.9		27		L
2016/04/19	Tue	12:44 PM	7.6		232		H
2016/04/19	Tue	06:52 PM	1.0		30		L
2016/04/20	Wed	01:02 AM	8.5		259		H
2016/04/20	Wed	07:25 AM	0.5		15		L
2016/04/20	Wed	01:28 PM	7.7		235		H
2016/04/20	Wed	07:28 PM	1.2		37		L
2016/04/21	Thu	01:34 AM	8.6		262		H
2016/04/21	Thu	08:04 AM	0.2		6		L
2016/04/21	Thu	02:10 PM	7.7		235		H
2016/04/21	Thu	08:02 PM	1.5		46		L
2016/04/22	Fri	02:03 AM	8.7		265		H
2016/04/22	Fri	08:40 AM	0.0		0		L
2016/04/22	Fri	02:50 PM	7.6		232		H
2016/04/22	Fri	08:36 PM	1.8		55		L
2016/04/23	Sat	02:30 AM	8.7		265		H
2016/04/23	Sat	09:14 AM	-0.1		-3		L
2016/04/23	Sat	03:29 PM	7.5		229		H
2016/04/23	Sat	09:08 PM	2.0		61		L
2016/04/24	Sun	02:57 AM	8.7		265		H
2016/04/24	Sun	09:47 AM	-0.1		-3		L
2016/04/24	Sun	04:09 PM	7.4		226		H
2016/04/24	Sun	09:41 PM	2.3		70		L
2016/04/25	Mon	03:24 AM	8.7		265		H
2016/04/25	Mon	10:20 AM	-0.1		-3		L
2016/04/25	Mon	04:49 PM	7.2		219		H
2016/04/25	Mon	10:15 PM	2.6		79		L
2016/04/26	Tue	03:56 AM	8.6		262		H
2016/04/26	Tue	10:54 AM	0.0		0		L
2016/04/26	Tue	05:33 PM	7.0		213		H
2016/04/26	Tue	10:53 PM	2.9		88		L
2016/04/27	Wed	04:33 AM	8.4		256		H
2016/04/27	Wed	11:34 AM	0.2		6		L
2016/04/27	Wed	06:22 PM	6.8		207		H
2016/04/27	Wed	11:38 PM	3.1		94		L
2016/04/28	Thu	05:18 AM	8.2		250		H
2016/04/28	Thu	12:22 PM	0.4		12		L
2016/04/28	Thu	07:17 PM	6.7		204		H
2016/04/29	Fri	12:37 AM	3.3		101		L
2016/04/29	Fri	06:15 AM	7.8		238		H
2016/04/29	Fri	01:21 PM	0.6		18		L
2016/04/29	Fri	08:17 PM	6.8		207		H
2016/04/30	Sat	01:50 AM	3.2		98		L
2016/04/30	Sat	07:27 AM	7.4		226		H
2016/04/30	Sat	02:30 PM	0.8		24		L
2016/04/30	Sat	09:17 PM	7.1		216		H
2016/05/01	Sun	03:08 AM	2.8		85		L
2016/05/01	Sun	08:48 AM	7.3		223		H
2016/05/01	Sun	03:36 PM	0.7		21		L
2016/05/01	Sun	10:12 PM	7.6		232		H
2016/05/02	Mon	04:18 AM	2.1		64		L
2016/05/02	Mon	10:06 AM	7.4		226		H
2016/05/02	Mon	04:35 PM	0.7		21		L
2016/05/02	Mon	11:02 PM	8.2		250		H
2016/05/03	Tue	05:19 AM	1.1		34		L
2016/05/03	Tue	11:16 AM	7.7		235		H
2016/05/03	Tue	05:29 PM	0.6		18		L
2016/05/03	Tue	11:47 PM	8.8		268		H
2016/05/04	Wed	06:15 AM	0.2		6		L
2016/05/04	Wed	12:17 PM	8.0		244		H
2016/05/04	Wed	06:20 PM	0.7		21		L
2016/05/05	Thu	12:31 AM	9.3		283		H
2016/05/05	Thu	07:08 AM	-0.6		-18		L
2016/05/05	Thu	01:15 PM	8.2		250		H
2016/05/05	Thu	07:09 PM	0.9		27		L
2016/05/06	Fri	01:13 AM	9.7		296		H
2016/05/06	Fri	07:59 AM	-1.2		-37		L
2016/05/06	Fri	02:09 PM	8.4		256		H
2016/05/06	Fri	07:57 PM	1.1		34		L
2016/05/07	Sat	01:56 AM	9.9		302		H
2016/05/07	Sat	08:49 AM	-1.5		-46		L
2016/05/07	Sat	03:03 PM	8.4		256		H
2016/05/07	Sat	08:46 PM	1.4		43		L
2016/05/08	Sun	02:40 AM	9.9		302		H
2016/05/08	Sun	09:37 AM	-1.6		-49		L
2016/05/08	Sun	03:56 PM	8.3		253		H
2016/05/08	Sun	09:34 PM	1.8		55		L
2016/05/09	Mon	03:25 AM	9.7		296		H
2016/05/09	Mon	10:26 AM	-1.4		-43		L
2016/05/09	Mon	04:49 PM	8.1		247		H
2016/05/09	Mon	10:24 PM	2.1		64		L
2016/05/10	Tue	04:12 AM	9.3		283		H
2016/05/10	Tue	11:15 AM	-1.0		-30		L
2016/05/10	Tue	05:44 PM	7.9		241		H
2016/05/10	Tue	11:16 PM	2.4		73		L
2016/05/11	Wed	05:02 AM	8.7		265		H
2016/05/11	Wed	12:05 PM	-0.5		-15		L
2016/05/11	Wed	06:39 PM	7.7		235		H
2016/05/12	Thu	12:13 AM	2.7		82		L
2016/05/12	Thu	05:58 AM	8.0		244		H
2016/05/12	Thu	12:59 PM	0.1		3		L
2016/05/12	Thu	07:37 PM	7.5		229		H
2016/05/13	Fri	01:18 AM	2.8		85		L
2016/05/13	Fri	07:01 AM	7.3		223		H
2016/05/13	Fri	01:57 PM	0.6		18		L
