NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: Southbeach
State: OR
Stationid: 9435380
Prediction Type: Harmonic
From: 20161201 12:00AM - 20171231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2017/01/12	Thu	12:21 AM	8.3		253		H
2017/01/12	Thu	05:32 AM	3.1		94		L
2017/01/12	Thu	11:39 AM	10.3		314		H
2017/01/12	Thu	06:24 PM	-1.6		-49		L
2017/01/13	Fri	01:07 AM	8.6		262		H
2017/01/13	Fri	06:23 AM	2.9		88		L
2017/01/13	Fri	12:27 PM	10.1		308		H
2017/01/13	Fri	07:07 PM	-1.5		-46		L
2017/01/14	Sat	01:50 AM	8.7		265		H
2017/01/14	Sat	07:13 AM	2.8		85		L
2017/01/14	Sat	01:14 PM	9.7		296		H
2017/01/14	Sat	07:49 PM	-1.1		-34		L
2017/01/15	Sun	02:32 AM	8.7		265		H
2017/01/15	Sun	08:01 AM	2.8		85		L
2017/01/15	Sun	02:00 PM	9.0		274		H
2017/01/15	Sun	08:29 PM	-0.5		-15		L
2017/01/16	Mon	03:13 AM	8.6		262		H
2017/01/16	Mon	08:52 AM	2.8		85		L
2017/01/16	Mon	02:47 PM	8.3		253		H
2017/01/16	Mon	09:10 PM	0.3		9		L
2017/01/17	Tue	03:54 AM	8.4		256		H
2017/01/17	Tue	09:45 AM	2.9		88		L
2017/01/17	Tue	03:36 PM	7.5		229		H
2017/01/17	Tue	09:51 PM	1.1		34		L
2017/01/18	Wed	04:36 AM	8.3		253		H
2017/01/18	Wed	10:43 AM	2.9		88		L
2017/01/18	Wed	04:32 PM	6.7		204		H
2017/01/18	Wed	10:34 PM	2.0		61		L
2017/01/19	Thu	05:20 AM	8.1		247		H
2017/01/19	Thu	11:47 AM	2.8		85		L
2017/01/19	Thu	05:36 PM	6.1		186		H
2017/01/19	Thu	11:21 PM	2.8		85		L
2017/01/20	Fri	06:06 AM	8.0		244		H
2017/01/20	Fri	12:56 PM	2.5		76		L
2017/01/20	Fri	06:52 PM	5.7		174		H
2017/01/21	Sat	12:14 AM	3.4		104		L
2017/01/21	Sat	06:56 AM	8.0		244		H
2017/01/21	Sat	02:03 PM	2.1		64		L
2017/01/21	Sat	08:18 PM	5.7		174		H
2017/01/22	Sun	01:16 AM	3.9		119		L
2017/01/22	Sun	07:49 AM	8.1		247		H
2017/01/22	Sun	02:59 PM	1.6		49		L
2017/01/22	Sun	09:32 PM	6.0		183		H
2017/01/23	Mon	02:19 AM	4.2		128		L
2017/01/23	Mon	08:39 AM	8.3		253		H
2017/01/23	Mon	03:47 PM	1.1		34		L
2017/01/23	Mon	10:26 PM	6.4		195		H
2017/01/24	Tue	03:16 AM	4.2		128		L
2017/01/24	Tue	09:26 AM	8.5		259		H
2017/01/24	Tue	04:28 PM	0.6		18		L
2017/01/24	Tue	11:09 PM	6.9		210		H
2017/01/25	Wed	04:05 AM	4.1		125		L
2017/01/25	Wed	10:10 AM	8.8		268		H
2017/01/25	Wed	05:06 PM	0.2		6		L
2017/01/25	Wed	11:47 PM	7.3		223		H
2017/01/26	Thu	04:50 AM	3.8		116		L
2017/01/26	Thu	10:52 AM	9.0		274		H
2017/01/26	Thu	05:42 PM	-0.2		-6		L
2017/01/27	Fri	12:22 AM	7.6		232		H
2017/01/27	Fri	05:32 AM	3.6		110		L
2017/01/27	Fri	11:33 AM	9.2		280		H
2017/01/27	Fri	06:17 PM	-0.5		-15		L
2017/01/28	Sat	12:57 AM	7.9		241		H
2017/01/28	Sat	06:13 AM	3.3		101		L
2017/01/28	Sat	12:13 PM	9.2		280		H
2017/01/28	Sat	06:51 PM	-0.6		-18		L
2017/01/29	Sun	01:31 AM	8.1		247		H
2017/01/29	Sun	06:53 AM	3.0		91		L
2017/01/29	Sun	12:53 PM	9.1		277		H
2017/01/29	Sun	07:25 PM	-0.6		-18		L
2017/01/30	Mon	02:06 AM	8.3		253		H
2017/01/30	Mon	07:35 AM	2.7		82		L
2017/01/30	Mon	01:34 PM	8.8		268		H
2017/01/30	Mon	08:01 PM	-0.3		-9		L
2017/01/31	Tue	02:41 AM	8.5		259		H
2017/01/31	Tue	08:20 AM	2.5		76		L
2017/01/31	Tue	02:19 PM	8.4		256		H
2017/01/31	Tue	08:38 PM	0.2		6		L
2017/02/01	Wed	03:19 AM	8.6		262		H
2017/02/01	Wed	09:10 AM	2.3		70		L
2017/02/01	Wed	03:09 PM	7.8		238		H
2017/02/01	Wed	09:19 PM	0.8		24		L
2017/02/02	Thu	04:00 AM	8.7		265		H
2017/02/02	Thu	10:08 AM	2.1		64		L
2017/02/02	Thu	04:08 PM	7.2		219		H
2017/02/02	Thu	10:04 PM	1.6		49		L
2017/02/03	Fri	04:46 AM	8.7		265		H
2017/02/03	Fri	11:12 AM	1.8		55		L
2017/02/03	Fri	05:18 PM	6.6		201		H
2017/02/03	Fri	10:57 PM	2.4		73		L
2017/02/04	Sat	05:38 AM	8.8		268		H
2017/02/04	Sat	12:23 PM	1.5		46		L
2017/02/04	Sat	06:41 PM	6.2		189		H
2017/02/05	Sun	12:00 AM	3.1		94		L
2017/02/05	Sun	06:38 AM	8.9		271		H
2017/02/05	Sun	01:38 PM	1.0		30		L
2017/02/05	Sun	08:10 PM	6.3		192		H
2017/02/06	Mon	01:12 AM	3.6		110		L
2017/02/06	Mon	07:43 AM	9.0		274		H
2017/02/06	Mon	02:47 PM	0.4		12		L
2017/02/06	Mon	09:27 PM	6.7		204		H
2017/02/07	Tue	02:26 AM	3.7		113		L
2017/02/07	Tue	08:46 AM	9.3		283		H
2017/02/07	Tue	03:46 PM	-0.2		-6		L
2017/02/07	Tue	10:29 PM	7.3		223		H
2017/02/08	Wed	03:33 AM	3.5		107		L
2017/02/08	Wed	09:45 AM	9.5		290		H
2017/02/08	Wed	04:38 PM	-0.7		-21		L
2017/02/08	Wed	11:20 PM	7.8		238		H
2017/02/09	Thu	04:32 AM	3.1		94		L
2017/02/09	Thu	10:39 AM	9.7		296		H
2017/02/09	Thu	05:25 PM	-1.0		-30		L
2017/02/10	Fri	12:04 AM	8.2		250		H
2017/02/10	Fri	05:24 AM	2.7		82		L
2017/02/10	Fri	11:30 AM	9.7		296		H
2017/02/10	Fri	06:07 PM	-1.0		-30		L
2017/02/11	Sat	12:44 AM	8.5		259		H
2017/02/11	Sat	06:13 AM	2.4		73		L
2017/02/11	Sat	12:17 PM	9.5		290		H
2017/02/11	Sat	06:47 PM	-0.9		-27		L
2017/02/12	Sun	01:22 AM	8.6		262		H
2017/02/12	Sun	06:58 AM	2.1		64		L
2017/02/12	Sun	01:01 PM	9.2		280		H
2017/02/12	Sun	07:24 PM	-0.5		-15		L
2017/02/13	Mon	01:58 AM	8.7		265		H
2017/02/13	Mon	07:41 AM	1.9		58		L
2017/02/13	Mon	01:44 PM	8.7		265		H
2017/02/13	Mon	08:00 PM	0.1		3		L
2017/02/14	Tue	02:33 AM	8.6		262		H
2017/02/14	Tue	08:24 AM	1.9		58		L
2017/02/14	Tue	02:27 PM	8.0		244		H
2017/02/14	Tue	08:35 PM	0.8		24		L
2017/02/15	Wed	03:08 AM	8.4		256		H
2017/02/15	Wed	09:09 AM	1.9		58		L
2017/02/15	Wed	03:12 PM	7.4		226		H
2017/02/15	Wed	09:10 PM	1.5		46		L
2017/02/16	Thu	03:44 AM	8.2		250		H
2017/02/16	Thu	09:58 AM	2.1		64		L
2017/02/16	Thu	04:01 PM	6.7		204		H
2017/02/16	Thu	09:48 PM	2.3		70		L
2017/02/17	Fri	04:22 AM	8.0		244		H
2017/02/17	Fri	10:52 AM	2.2		67		L
2017/02/17	Fri	04:57 PM	6.1		186		H
2017/02/17	Fri	10:30 PM	3.1		94		L
2017/02/18	Sat	05:04 AM	7.8		238		H
2017/02/18	Sat	11:53 AM	2.2		67		L
2017/02/18	Sat	06:07 PM	5.7		174		H
2017/02/18	Sat	11:22 PM	3.7		113		L
2017/02/19	Sun	05:54 AM	7.6		232		H
2017/02/19	Sun	01:02 PM	2.1		64		L
2017/02/19	Sun	07:31 PM	5.6		171		H
2017/02/20	Mon	12:26 AM	4.2		128		L
2017/02/20	Mon	06:53 AM	7.5		229		H
2017/02/20	Mon	02:10 PM	1.8		55		L
2017/02/20	Mon	08:53 PM	5.8		177		H
2017/02/21	Tue	01:40 AM	4.3		131		L
2017/02/21	Tue	07:56 AM	7.7		235		H
2017/02/21	Tue	03:07 PM	1.3		40		L
2017/02/21	Tue	09:52 PM	6.3		192		H
2017/02/22	Wed	02:47 AM	4.2		128		L
2017/02/22	Wed	08:53 AM	7.9		241		H
2017/02/22	Wed	03:54 PM	0.8		24		L
2017/02/22	Wed	10:35 PM	6.7		204		H
2017/02/23	Thu	03:42 AM	3.8		116		L
2017/02/23	Thu	09:44 AM	8.3		253		H
2017/02/23	Thu	04:35 PM	0.3		9		L
2017/02/23	Thu	11:13 PM	7.2		219		H
2017/02/24	Fri	04:29 AM	3.3		101		L
2017/02/24	Fri	10:31 AM	8.6		262		H
2017/02/24	Fri	05:13 PM	-0.1		-3		L
2017/02/24	Fri	11:48 PM	7.6		232		H
2017/02/25	Sat	05:12 AM	2.8		85		L
2017/02/25	Sat	11:16 AM	8.8		268		H
2017/02/25	Sat	05:49 PM	-0.4		-12		L
2017/02/26	Sun	12:22 AM	8.0		244		H
2017/02/26	Sun	05:54 AM	2.2		67		L
2017/02/26	Sun	11:59 AM	9.0		274		H
2017/02/26	Sun	06:24 PM	-0.5		-15		L
2017/02/27	Mon	12:56 AM	8.4		256		H
2017/02/27	Mon	06:36 AM	1.7		52		L
2017/02/27	Mon	12:43 PM	8.9		271		H
2017/02/27	Mon	07:00 PM	-0.4		-12		L
2017/02/28	Tue	01:30 AM	8.7		265		H
2017/02/28	Tue	07:19 AM	1.3		40		L
2017/02/28	Tue	01:27 PM	8.7		265		H
2017/02/28	Tue	07:36 PM	0.0		0		L
2017/03/01	Wed	02:06 AM	8.9		271		H
2017/03/01	Wed	08:04 AM	0.9		27		L
2017/03/01	Wed	02:15 PM	8.3		253		H
2017/03/01	Wed	08:14 PM	0.5		15		L
2017/03/02	Thu	02:43 AM	9.0		274		H
2017/03/02	Thu	08:53 AM	0.7		21		L
2017/03/02	Thu	03:06 PM	7.8		238		H
2017/03/02	Thu	08:56 PM	1.2		37		L
2017/03/03	Fri	03:25 AM	8.9		271		H
2017/03/03	Fri	09:47 AM	0.7		21		L
2017/03/03	Fri	04:06 PM	7.1		216		H
2017/03/03	Fri	09:42 PM	2.1		64		L
2017/03/04	Sat	04:12 AM	8.8		268		H
2017/03/04	Sat	10:49 AM	0.7		21		L
2017/03/04	Sat	05:14 PM	6.6		201		H
2017/03/04	Sat	10:38 PM	2.8		85		L
2017/03/05	Sun	05:06 AM	8.6		262		H
2017/03/05	Sun	11:59 AM	0.8		24		L
2017/03/05	Sun	06:34 PM	6.3		192		H
2017/03/05	Sun	11:45 PM	3.4		104		L
2017/03/06	Mon	06:11 AM	8.4		256		H
2017/03/06	Mon	01:15 PM	0.6		18		L
2017/03/06	Mon	08:01 PM	6.4		195		H
2017/03/07	Tue	01:04 AM	3.7		113		L
2017/03/07	Tue	07:24 AM	8.3		253		H
2017/03/07	Tue	02:27 PM	0.3		9		L
2017/03/07	Tue	09:15 PM	6.8		207		H
2017/03/08	Wed	02:24 AM	3.6		110		L
2017/03/08	Wed	08:35 AM	8.4		256		H
2017/03/08	Wed	03:28 PM	0.0		0		L
2017/03/08	Wed	10:12 PM	7.3		223		H
2017/03/09	Thu	03:32 AM	3.1		94		L
2017/03/09	Thu	09:37 AM	8.6		262		H
2017/03/09	Thu	04:20 PM	-0.2		-6		L
2017/03/09	Thu	10:58 PM	7.7		235		H
2017/03/10	Fri	04:28 AM	2.5		76		L
2017/03/10	Fri	10:32 AM	8.7		265		H
2017/03/10	Fri	05:05 PM	-0.4		-12		L
2017/03/10	Fri	11:38 PM	8.1		247		H
2017/03/11	Sat	05:16 AM	1.9		58		L
2017/03/11	Sat	11:21 AM	8.7		265		H
2017/03/11	Sat	05:45 PM	-0.3		-9		L
2017/03/12	Sun	12:14 AM	8.3		253		H
2017/03/12	Sun	07:00 AM	1.4		43		L
2017/03/12	Sun	01:07 PM	8.6		262		H
2017/03/12	Sun	07:21 PM	-0.1		-3		L
2017/03/13	Mon	01:47 AM	8.5		259		H
2017/03/13	Mon	07:40 AM	1.1		34		L
2017/03/13	Mon	01:49 PM	8.4		256		H
2017/03/13	Mon	07:55 PM	0.3		9		L
2017/03/14	Tue	02:19 AM	8.5		259		H
2017/03/14	Tue	08:19 AM	0.9		27		L
2017/03/14	Tue	02:30 PM	8.1		247		H
2017/03/14	Tue	08:28 PM	0.8		24		L
2017/03/15	Wed	02:50 AM	8.4		256		H
2017/03/15	Wed	08:57 AM	0.8		24		L
2017/03/15	Wed	03:10 PM	7.6		232		H
2017/03/15	Wed	09:01 PM	1.4		43		L
2017/03/16	Thu	03:21 AM	8.3		253		H
2017/03/16	Thu	09:36 AM	0.9		27		L
2017/03/16	Thu	03:52 PM	7.1		216		H
2017/03/16	Thu	09:34 PM	2.0		61		L
2017/03/17	Fri	03:53 AM	8.0		244		H
2017/03/17	Fri	10:18 AM	1.1		34		L
2017/03/17	Fri	04:37 PM	6.6		201		H
2017/03/17	Fri	10:09 PM	2.7		82		L
2017/03/18	Sat	04:27 AM	7.7		235		H
2017/03/18	Sat	11:04 AM	1.3		40		L
2017/03/18	Sat	05:29 PM	6.2		189		H
2017/03/18	Sat	10:50 PM	3.3		101		L
2017/03/19	Sun	05:07 AM	7.4		226		H
2017/03/19	Sun	11:58 AM	1.6		49		L
2017/03/19	Sun	06:31 PM	5.8		177		H
2017/03/19	Sun	11:41 PM	3.8		116		L
2017/03/20	Mon	05:56 AM	7.2		219		H
2017/03/20	Mon	01:01 PM	1.7		52		L
2017/03/20	Mon	07:45 PM	5.6		171		H
2017/03/21	Tue	12:48 AM	4.1		125		L
2017/03/21	Tue	06:58 AM	7.0		213		H
2017/03/21	Tue	02:10 PM	1.6		49		L
2017/03/21	Tue	09:03 PM	5.8		177		H
2017/03/22	Wed	02:06 AM	4.2		128		L
2017/03/22	Wed	08:10 AM	7.0		213		H
2017/03/22	Wed	03:14 PM	1.3		40		L
2017/03/22	Wed	10:04 PM	6.2		189		H
2017/03/23	Thu	03:19 AM	3.8		116		L
2017/03/23	Thu	09:18 AM	7.2		219		H
2017/03/23	Thu	04:08 PM	0.9		27		L
2017/03/23	Thu	10:50 PM	6.7		204		H
2017/03/24	Fri	04:17 AM	3.2		98		L
2017/03/24	Fri	10:16 AM	7.5		229		H
2017/03/24	Fri	04:54 PM	0.5		15		L
2017/03/24	Fri	11:29 PM	7.2		219		H
2017/03/25	Sat	05:06 AM	2.5		76		L
2017/03/25	Sat	11:09 AM	7.9		241		H
2017/03/25	Sat	05:35 PM	0.1		3		L
2017/03/26	Sun	12:05 AM	7.7		235		H
2017/03/26	Sun	05:50 AM	1.7		52		L
2017/03/26	Sun	11:58 AM	8.3		253		H
2017/03/26	Sun	06:14 PM	-0.1		-3		L
2017/03/27	Mon	12:41 AM	8.2		250		H
2017/03/27	Mon	06:34 AM	0.9		27		L
2017/03/27	Mon	12:45 PM	8.5		259		H
2017/03/27	Mon	06:53 PM	-0.1		-3		L
2017/03/28	Tue	01:17 AM	8.7		265		H
2017/03/28	Tue	07:17 AM	0.2		6		L
2017/03/28	Tue	01:33 PM	8.5		259		H
2017/03/28	Tue	07:31 PM	0.1		3		L
2017/03/29	Wed	01:53 AM	9.0		274		H
2017/03/29	Wed	08:01 AM	-0.3		-9		L
2017/03/29	Wed	02:21 PM	8.4		256		H
2017/03/29	Wed	08:11 PM	0.5		15		L
2017/03/30	Thu	02:31 AM	9.2		280		H
2017/03/30	Thu	08:47 AM	-0.7		-21		L
2017/03/30	Thu	03:11 PM	8.1		247		H
2017/03/30	Thu	08:52 PM	1.1		34		L
2017/03/31	Fri	03:10 AM	9.2		280		H
2017/03/31	Fri	09:36 AM	-0.7		-21		L
2017/03/31	Fri	04:05 PM	7.6		232		H
2017/03/31	Fri	09:37 PM	1.8		55		L
2017/04/01	Sat	03:54 AM	9.0		274		H
2017/04/01	Sat	10:30 AM	-0.5		-15		L
2017/04/01	Sat	05:04 PM	7.1		216		H
2017/04/01	Sat	10:27 PM	2.5		76		L
2017/04/02	Sun	04:44 AM	8.6		262		H
2017/04/02	Sun	11:30 AM	-0.2		-6		L
2017/04/02	Sun	06:11 PM	6.7		204		H
2017/04/02	Sun	11:28 PM	3.1		94		L
2017/04/03	Mon	05:42 AM	8.2		250		H
2017/04/03	Mon	12:36 PM	0.1		3		L
2017/04/03	Mon	07:26 PM	6.5		198		H
2017/04/04	Tue	12:41 AM	3.5		107		L
2017/04/04	Tue	06:51 AM	7.7		235		H
2017/04/04	Tue	01:49 PM	0.3		9		L
2017/04/04	Tue	08:44 PM	6.6		201		H
2017/04/05	Wed	02:05 AM	3.4		104		L
2017/04/05	Wed	08:08 AM	7.4		226		H
2017/04/05	Wed	03:00 PM	0.4		12		L
2017/04/05	Wed	09:51 PM	7.0		213		H
2017/04/06	Thu	03:25 AM	3.0		91		L
2017/04/06	Thu	09:23 AM	7.4		226		H
2017/04/06	Thu	04:01 PM	0.3		9		L
2017/04/06	Thu	10:43 PM	7.4		226		H
2017/04/07	Fri	04:28 AM	2.3		70		L
2017/04/07	Fri	10:28 AM	7.5		229		H
2017/04/07	Fri	04:52 PM	0.3		9		L
2017/04/07	Fri	11:26 PM	7.7		235		H
2017/04/08	Sat	05:20 AM	1.6		49		L
2017/04/08	Sat	11:23 AM	7.6		232		H
2017/04/08	Sat	05:36 PM	0.4		12		L
2017/04/09	Sun	12:03 AM	8.0		244		H
2017/04/09	Sun	06:04 AM	1.0		30		L
2017/04/09	Sun	12:12 PM	7.7		235		H
2017/04/09	Sun	06:15 PM	0.6		18		L
2017/04/10	Mon	12:37 AM	8.2		250		H
2017/04/10	Mon	06:44 AM	0.5		15		L
2017/04/10	Mon	12:56 PM	7.7		235		H
2017/04/10	Mon	06:50 PM	0.8		24		L
2017/04/11	Tue	01:09 AM	8.3		253		H
2017/04/11	Tue	07:21 AM	0.2		6		L
2017/04/11	Tue	01:37 PM	7.6		232		H
2017/04/11	Tue	07:24 PM	1.2		37		L
2017/04/12	Wed	01:39 AM	8.3		253		H
2017/04/12	Wed	07:56 AM	0.0		0		L
2017/04/12	Wed	02:17 PM	7.4		226		H
2017/04/12	Wed	07:56 PM	1.6		49		L
2017/04/13	Thu	02:09 AM	8.3		253		H
2017/04/13	Thu	08:31 AM	-0.1		-3		L
2017/04/13	Thu	02:56 PM	7.2		219		H
